strategy,holding_month,security_id,side,weight_change
A_absolute_discount_decile,2008-09,SEDOL:532707,buy,0.05263157894736843
A_absolute_discount_decile,2008-09,SEDOL:806372,buy,0.05263157894736843
A_absolute_discount_decile,2008-09,SEDOL:B11V7W9,sell,-0.05263157894736843
A_absolute_discount_decile,2008-09,SEDOL:643610,sell,-0.05263157894736843
A_absolute_discount_decile,2008-09,SEDOL:741600,sell,-0.05263157894736843
A_absolute_discount_decile,2008-09,SEDOL:610841,buy,0.05263157894736843
A_absolute_discount_decile,2008-10,SEDOL:329200,buy,0.05263157894736843
A_absolute_discount_decile,2008-10,SEDOL:B0HW611,buy,0.05263157894736843
A_absolute_discount_decile,2008-10,SEDOL:600756,sell,-0.05263157894736843
A_absolute_discount_decile,2008-10,SEDOL:422864,buy,0.05263157894736843
A_absolute_discount_decile,2008-10,SEDOL:532707,sell,-0.05263157894736843
A_absolute_discount_decile,2008-10,SEDOL:806372,sell,-0.05263157894736843
A_absolute_discount_decile,2008-10,SEDOL:B11V7W9,buy,0.05263157894736843
A_absolute_discount_decile,2008-10,NAME:aberdeen new thai|ordinary share,buy,0.05263157894736843
