ticker,name,sector,is_vct,nav_route,currency,price_days,price_first,price_last,nav_first,nav_last,discount_days,fresh_days,median_nav_age,median_discount,last_discount,price_ccy,price_unit_status,nav_history_source,nav_frequency,median_gap_days,nav_obs
TEM,Templeton Emerging Markets,Global Emerging Markets,False,registry,GBX,4985,2007-01-02,2026-09-23,2007-01-09,2026-09-21,4980,4810,0.0,-0.08177990610258745,-0.05847512083368256,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,4625.0
TFG,Tetragon Financial Group,Flexible Investment,False,announcements_only,USD,4380,2009-05-27,2026-09-23,,,0,0,,,,USD,unresolved_no_nav_no_currency,,,,
TFIF,TwentyFour Income Fund,Debt - Structured Finance,False,announcements_only,GBX,3424,2013-03-06,2026-09-23,2013-03-11,2026-09-21,3421,3101,2.0,0.01950114762701949,0.017902319562481006,GBp,ok,committed+s3_archive+s3_snapshot,weekly,7.0,666.0
THRG,BlackRock Throgmorton Trust,UK Smaller Companies,False,registry,GBX,0,,,,,0,0,,,,,,,daily,1.0,4325.0
THRL,Target Healthcare REIT,Property - UK Healthcare,False,announcements_only,GBX,3423,2013-03-07,2026-09-23,2013-03-31,2026-06-30,3372,3065,88.0,0.05434783990832348,-0.07528641571194761,GBp,ok,s3_archive+s3_snapshot,quarterly,105.0,43.0
TIGT,Troy Income & Growth Trust,UK Equity Income,False,registry,GBX,4357,2007-01-02,2024-03-28,2006-09-30,2024-03-21,4356,3970,1.0,-0.00040717994334693586,0.022021699633673952,GBp,ok,committed+s3_archive,daily,1.0,3659.0
TMI,Taylor Maritime Investments,Leasing,False,announcements_only,#N/A,393,2025-03-05,2026-09-23,,,0,0,,,,USD,unresolved_no_nav_no_currency,,,,
TMPL,Temple Bar Investment Trust,UK Equity Income,False,registry,GBX,4985,2007-01-02,2026-09-23,2008-06-06,2026-09-21,4622,4434,1.0,-0.042784046964529754,-0.006606548681101443,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,3437.0
TORO,Chenavari Toro Income Fund,Debt - Structured Finance,False,announcements_only,GBP,2876,2015-05-08,2026-09-23,,,0,0,,,,EUR,unresolved_no_nav_no_currency,,,,
TP10,TP10 VCT,VCT Generalist,True,announcements_only,,0,,,,,0,0,,,,,,,,,
TP5,TP5 VCT,VCT Generalist,True,announcements_only,,0,,,,,0,0,,,,,,,,,
TP5B,TP5 VCT B shares,VCT Generalist,True,announcements_only,,0,,,,,0,0,,,,,,,,,
TP7V,TP70 2010 VCT,VCT Generalist,True,announcements_only,,0,,,,,0,0,,,,,,,,,
TPF,Taliesin Property,Split Capital Trust,False,announcements_only,,1178,2007-08-28,2018-02-26,,,0,0,,,,,unresolved_no_nav_no_currency,,,,
TPFZ,Taliesin Property,Split Capital Trust,False,announcements_only,,527,2013-09-05,2018-02-26,,,0,0,,,,,unresolved_no_nav_no_currency,,,,
TPO,Triple Point VCT 2011,VCT Generalist,True,announcements_only,,0,,,,,0,0,,,,,,,,,
TPOA,Triple Point VCT 2011 A shares,VCT Generalist,True,announcements_only,GBP,2042,2015-03-13,2023-04-13,,,0,0,,,,GBp,assumed_from_currency,,,,
TPOB,Triple Point VCT 2011 B shares,VCT Generalist,True,announcements_only,GBP,0,,,,,0,0,,,,,,,,,
TPOG,Third Point Offshore Investors,Hedge Funds,False,announcements_only,,51,2018-05-16,2018-07-27,,,0,0,,,,,unresolved_no_nav_no_currency,,,,
TPOU,Third Point Investors,Hedge Funds,False,announcements_only,GBX,0,,,,,0,0,,,,,,,,,
TPV,Triple Point Venture VCT Venture shares,VCT,True,announcements_only,,1879,2019-04-12,2026-09-22,2025-07-30,2026-07-31,0,0,106.0,,,GBp,unresolved_dispersed,committed+s3_snapshot,semiannual,187.0,4.0
TPV1,Triple Point Income VCT,VCT Generalist,True,announcements_only,,429,2008-12-26,2019-06-20,,,0,0,,,,GBp,assumed_from_currency,,,,
TPVC,Triple Point Income VCT C shares,VCT Generalist,True,announcements_only,GBX,2221,2014-02-20,2022-12-02,,,0,0,,,,GBp,assumed_from_currency,,,,
TPVD,Triple Point Income VCT D shares,VCT Generalist,True,announcements_only,GBP,1981,2015-02-03,2022-12-02,,,0,0,,,,GBp,assumed_from_currency,,,,
TPVE,Triple Point Income VCT E shares,VCT Generalist,True,announcements_only,GBP,1610,2017-04-19,2023-09-04,2019-09-30,2021-09-30,953,683,127.0,-0.19077976186115286,-0.009955888171006566,GBp,rescaled_x100,committed,quarterly,103.5,9.0
TREE,Cambium Global Timberland,Sector Specialist: Forestry & Timber,False,registry,,0,,,,,0,0,,,,,,,,,
TRIG,Renewables Infrastructure Group,Renewable Energy Infrastructure,False,announcements_only,GBX,3326,2013-07-29,2026-09-23,2021-12-31,2026-06-30,1051,1047,85.0,-0.21920001220703123,-0.22057365923088212,GBp,ok,archive+s3_archive+s3_snapshot,quarterly,87.0,17.0
TRY,TR Property Investment Trust,Property Securities,False,registry,GBX,4985,2007-01-02,2026-09-23,2006-12-29,2026-09-22,4985,4864,0.0,-0.08260869565217388,-0.10412757973733588,GBp,ok,committed+s3_snapshot,daily,1.0,4697.0
TV2A,Thames Ventures VCT 2 AIM shares,VCT AIM Quoted,True,announcements_only,GBX,718,2022-01-17,2024-11-19,,,0,0,,,,GBp,assumed_from_currency,,,,
TV2H,Thames Ventures VCT 2 Healthcare shares,VCT,True,announcements_only,GBP,1957,2017-02-21,2024-11-19,,,0,0,,,,GBp,assumed_from_currency,,,,
TV2V,Thames Ventures VCT 2 Ventures shares,VCT,True,announcements_only,GBP,1957,2017-02-21,2024-11-19,,,0,0,,,,GBp,assumed_from_currency,,,,
UAV,Unicorn AIM VCT,VCT AIM Quoted,True,registry,GBX,4916,2007-04-11,2026-09-23,2025-06-30,2026-08-31,0,0,20.0,,,GBp,unresolved_dispersed,committed,monthly,30.0,16.0
UEM,Utilico Emerging Markets Trust,Global Emerging Markets,False,registry,GBX,4985,2007-01-02,2026-09-23,2007-01-08,2026-09-21,4981,4977,1.0,-0.10754959208183212,-0.09671241621449089,GBp,ok,committed+s3_snapshot,daily,1.0,4166.0
UKML,UK Mortgages,Debt - Structured Finance,False,announcements_only,GBP,0,,,,,0,0,,,,,,,,,
UKRO,Ukraine Opportunity,Country Specialists: Europe,False,registry,,0,,,,,0,0,,,,,,,,,
UKT,Threadneedle UK Select Trust,UK All Companies,False,registry,GBP,0,,,,,0,0,,,,,,,,,
UKW,Greencoat UK Wind,Renewable Energy Infrastructure,False,registry,GBX,3410,2013-02-14,2026-09-23,2013-07-09,2026-06-30,3339,3272,57.0,0.04746317512274967,-0.15734526472781507,GBp,ok,committed+s3_archive,quarterly,91.0,49.0
USA,Baillie Gifford US Growth,North America,False,registry,GBX,2147,2018-03-23,2026-09-23,2018-03-26,2026-09-22,2146,2146,0.0,-0.038745172651875326,-0.011997177134791759,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,2147.0
USF,US Solar Fund,Renewable Energy Infrastructure,False,announcements_only,,1877,2019-04-16,2026-09-22,,,0,0,,,,USD,unresolved_no_nav_no_currency,,,,
UTL,UIL,Flexible Investment,False,registry,GBX,4984,2007-01-02,2026-09-22,2007-07-02,2026-09-22,4859,4852,1.0,-0.30961821055258276,-0.22308962618225492,GBp,ok,committed,daily,1.0,2138.0
UTLF,UIL,Flexible Investment,False,registry,GBX,0,,,,,0,0,,,,,,,,,
UTLH,UIL,Flexible Investment,False,registry,GBX,1871,2019-04-26,2026-09-22,2026-08-27,2026-09-21,18,18,1.0,-0.43889278974584767,-0.43190397101011635,GBp,assumed_from_currency_thin_overlap,committed+s3_snapshot,daily,1.0,19.0
UTLI,UIL,Flexible Investment,False,registry,GBX,1367,2021-04-23,2026-09-22,,,0,0,,,,GBp,assumed_from_currency,,,,
VEIL,Ventus VCT D shares,VCT Specialist: Environmental,True,announcements_only,GBX,2583,2016-07-05,2026-09-23,2016-07-05,2026-09-23,2583,2583,0.0,-0.15104166666666663,-0.12604042806183113,GBp,ok,committed+s3_archive,daily,1.0,2410.0
VEN,Ventus VCT,VCT Specialist: Environmental,True,announcements_only,GBX,3821,2007-01-02,2022-02-10,,,0,0,,,,GBp,assumed_from_currency,,,,
VEN2,Ventus 2 VCT,VCT Specialist: Environmental,True,announcements_only,GBX,3820,2007-01-02,2022-02-09,,,0,0,,,,GBp,assumed_from_currency,,,,
VENC,Ventus VCT C shares,VCT Specialist: Environmental,True,announcements_only,GBX,3251,2009-04-01,2022-02-10,,,0,0,,,,GBp,assumed_from_currency,,,,
VIP,Value and Indexed Property Income Trust,Property - UK Commercial,False,registry,GBX,4985,2007-01-02,2026-09-23,2007-03-31,2026-03-31,4775,4441,162.0,-0.19466175793833407,0.014150943396226356,GBp,ok,committed,semiannual,207.0,36.0
VND,Ventus 2 VCT D shares,VCT Specialist: Environmental,True,announcements_only,GBX,1976,2014-04-17,2022-02-09,,,0,0,,,,GBp,assumed_from_currency,,,,
VNH,VietNam Holding,Country Specialist,False,announcements_only,,4985,2007-01-02,2026-09-23,2011-09-30,2026-09-22,3782,1739,24.0,-0.8802405937870088,-0.11361804995970992,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,1792.0
VNI,Vietnam Infrastructure Private Equity,Sector Specialist: Infrastructure,False,announcements_only,,0,,,,,0,0,,,,,,,,,
VNIL,Vietnam Infrastructure Listed,Sector Specialist: Infrastructure,False,announcements_only,,0,,,,,0,0,,,,,,,,,
VNL,Vinaland,Property Direct - Asia Pacific,False,announcements_only,,0,,,,,0,0,,,,,,,,,
VOF,VinaCapital Vietnam Opportunity,Country Specialist,False,announcements_only,GBX,4985,2007-01-02,2026-09-23,2010-06-30,2026-09-21,4089,2574,3.0,-0.21563981042654023,-0.19324577861163228,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,1859.0
VSL,VPC Specialty Lending Investments,Debt - Direct Lending,False,announcements_only,GBP,2911,2015-03-17,2026-09-23,2015-03-31,2026-06-30,2880,2880,51.0,-0.19946404612710977,-0.3689320388349515,GBp,ok,committed+s3_snapshot,quarterly,86.5,123.0
VSLC,VPC Specialty Lending Investments C shares,Sector Specialist: Debt,False,announcements_only,,0,,,,,0,0,,,,,,,,,
VTA,Volta Finance,Debt - Structured Finance,False,registry,EUR,4986,2007-01-02,2026-09-23,,,0,0,,,,EUR,unresolved_no_nav_no_currency,,,,
WINV,Worsley Investors,UK Smaller Companies,False,announcements_only,GBX,4984,2007-01-02,2026-09-22,2006-12-31,2026-06-30,4957,4865,100.0,-0.33436925293969333,-0.4256618989218034,GBp,ok,committed+s3_archive+s3_snapshot,quarterly,85.0,72.0
WTAN,Witan Investment Trust,Global,False,registry,GBX,0,,,,,0,0,,,,,,,daily,1.0,4233.0
WTR,Lazard World Trust Fund,Global,False,registry,GBP,0,,,,,0,0,,,,,,,,,
WWH,Worldwide Healthcare Trust,Biotechnology & Healthcare,False,registry,GBX,4985,2007-01-02,2026-09-23,2006-12-29,2026-09-21,4985,4985,1.0,-0.029209159401158202,-0.06966522599076985,GBp,ok,committed+s3_archive+s3_snapshot,daily,1.0,4955.0
WWW,SuperSeed Capital,Technology & Technology Innovation,False,announcements_only,,43,2026-07-17,2026-09-16,2025-12-31,2025-12-31,43,43,229.0,5.25,5.25,GBP,assumed_from_currency_thin_overlap,committed,adhoc,570.0,3.0
YATRA,Yatra Capital,Property Direct - Asia Pacific,False,announcements_only,,4740,2007-01-02,2025-10-03,,,0,0,,,,EUR,unresolved_no_nav_no_currency,,,,
